"symbol__gene_id","gene_id","module_color","module","A68ShootFlight","A68ShootFlight1","A68ShootFlight2","A68ShootFlight3","A68ShootGround","A68ShootGround1","A68ShootGround2","A68ShootGround3","D130ShootFlight","D130ShootFlight1","D130ShootFlight2","D130ShootFlight3","D130ShootGround","D130ShootGround1","D130ShootGround2","D130ShootGround3","WTShootFlight","WTShootFlight1","WTShootFlight2","WTShootFlight3","WTShootGround","WTShootGround1","WTShootGround2","WTShootGround3","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","description","entrezgene_id","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol","set"
"NA__GOHIR.D05G184950","GOHIR.D05G184950","brown","3",11.0816248278049,9.45756877300685,9.52140889497075,10.2921852685168,10.5126160646187,9.55191548054582,11.1383633132682,10.6885961262542,11.1404110618406,10.0846718680344,10.0268494286933,9.34373023003323,10.8498988869878,9.6728490418863,9.94016113851156,10.6254227396976,14.3796335212407,10.6644536865461,11.2449913609222,10.8705233594573,7.01053975991115,10.4865250016482,11.7098047427609,11.6262292403142,NA,"D05",16355939,NA,1,"protein_coding",NA,NA,1123,126,1123,NA,393,3,NA,"List"
"NA__GOHIR.D05G203200","GOHIR.D05G203200","brown","3",7.86776425558728,4.9873329225597,6.37420166709985,5.9869884866476,6.12924486288822,5.93042174642865,6.90756908172269,7.83429529326772,5.38789120292408,8.34305476858199,4.25895692487073,4.56918335775494,6.51163178003482,6.72333641296348,4.67861643456034,8.25972315159063,9.37243253718341,9.25395893042703,9.11415347173006,7.7642839163712,5.59633032379225,6.48586844692707,9.17033579163808,8.25988364928108,NA,"D05",18079357,NA,1,"protein_coding","AR781",NA,2067,1074,2067,763,230,1,NA,"List"
"NA__GOHIR.D05G227800","GOHIR.D05G227800","brown","3",6.141803211513,6.80962852034891,7.34961184343755,6.75806290288026,7.65817181762253,6.69951171509539,7.85552788247313,9.10512033544342,6.38170137769643,7.31301833126394,6.43828342632659,6.3344943534538,8.43526858951549,7.48786976898742,6.81753989283062,9.27939543479459,9.01793989731053,8.49458829692682,10.0520883137896,8.14772999091799,6.62275593911969,7.55717135381236,10.6611089475505,10.7484424594314,NA,"D05",20655833,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2024,960,2024,593,471,1,NA,"List"
"NA__GOHIR.D05G273900","GOHIR.D05G273900","brown","3",5.92859827635415,2.74511169189668,2.6763755803175,2.98125839902982,4.05640520778577,4.92735580856335,3.4276825686727,4.15837159015423,4.3750940262865,5.08465600951061,6.91296409462228,2.19028918046692,3.2407184095517,7.10609768333204,6.55711076755949,7.77863334007236,7.33924259974081,6.16605171746124,3.60533583869366,2.36211567114277,4.00537346772265,5.72137444013409,4.86188681498821,3.86734593279447,NA,"D05",27004309,NA,1,"protein_coding","MULTI-COPPER OXIDASE ",NA,1776,900,1776,185,247,5,NA,"List"
"NA__GOHIR.D05G291200","GOHIR.D05G291200","brown","3",7.5319745908796,4.7899191429686,7.48100008056346,7.90540608173093,6.97918835423322,4.23772313727323,6.46772165297463,4.73737064019903,7.42824414472199,9.13730570923316,5.59312583924479,4.03626867576596,5.30166836640557,6.1582381323335,2.94968511178051,8.49455188242094,7.62957889739156,8.81033095223606,4.63694837679835,4.54850063399644,5.65275224664741,6.54218438177519,6.83960300144915,6.24425327344437,NA,"D05",30722406,NA,1,"protein_coding","(E)-beta-ocimene synthase / Beta-ocimene synthase",NA,2308,1635,2308,42,133,7,NA,"List"
"NA__GOHIR.D05G302900","GOHIR.D05G302900","brown","3",8.08605079961261,7.55382352309858,6.87826880024365,6.80908921691038,5.976754712583,5.55294467408651,7.68433017636502,8.95940126137785,7.26705605758656,8.68410011062625,6.25236023877331,6.50543553304202,6.44547626393297,6.84918650247914,5.41779728668145,7.89949470938238,10.3482337168389,9.58755745996192,9.99419182885537,8.00120266681359,5.82222824888659,6.71545330178633,9.33292723747784,9.71184870520927,NA,"D05",34552468,NA,1,"protein_coding","Hs1pro-1 protein C-terminus (Hs1pro-1_C) ",NA,1997,1434,1997,397,166,1,NA,"List"
"NA__GOHIR.D05G315400","GOHIR.D05G315400","brown","3",3.19748833520401,3.3341300574774,3.76234000623057,3.78050607158505,4.76391944911368,4.10553539555896,3.70200287017715,4.66757876785842,3.06518798921568,3.38050927460521,3.6035298674839,2.99055323891648,4.83475734180146,5.03974824143164,3.6939808784901,4.38755079317136,6.06980362212107,4.66470103226311,8.22425117658255,6.72205804104374,3.6648227033784,3.75639983425102,6.73026155417995,7.0857835858085,NA,"D05",40600790,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1407,879,1407,27,316,3,NA,"List"
"NA__GOHIR.D05G318900","GOHIR.D05G318900","brown","3",6.60176838340397,5.16095604721818,5.96845351140603,5.32354683492225,6.10000907013175,4.76155232237149,5.96789726345138,7.52460879409175,6.20782104718345,7.43390094246856,5.23981085720977,4.73111717803154,5.90423440414007,6.13645718305856,4.18253784276503,7.49249096644085,8.83046367921507,7.73466928532497,8.52730603870357,7.57865917934051,4.28069076542929,5.17433797302729,9.14688850322113,9.25043972552431,NA,"D05",46274524,NA,1,"protein_coding","Domain of unknown function (DUF4228) (DUF4228)",NA,1069,507,1069,345,217,1,NA,"List"
"NA__GOHIR.D05G321500","GOHIR.D05G321500","brown","3",6.91176404568172,4.33817455199639,4.53230662711106,5.17585029151347,5.82421025192725,4.92735580856335,6.09223731898135,7.31233894896572,4.3750940262865,6.19946519309346,4.42464914888132,3.63917935507575,4.52883790385157,5.51524680508736,4.76022019779687,7.06395879264655,8.91381022657064,7.43506981540123,6.97329087335562,5.87723877808063,4.78853023020224,5.81577713494258,8.36235240755951,8.14459018053312,NA,"D05",47813025,NA,1,"protein_coding","Neutrophil collagenase / Matrix metalloproteinase 8",NA,1859,1104,1859,511,244,1,NA,"List"
"NA__GOHIR.D06G006100","GOHIR.D06G006100","brown","3",5.64142229594337,5.10537138845469,5.44214426016932,5.39208655591041,5.46009228876372,5.60283257189589,6.22854903243559,7.76078725146045,4.51952116442326,5.67352845089942,4.57325705611517,5.4042877635549,5.39809483697763,5.33574453882698,5.69182149019607,7.10001486997643,8.05373895397141,7.7471978513212,8.65950532745012,5.56581120749277,5.44479398905192,5.26636778164258,8.14761275170265,8.48037684732179,NA,"D06",50350,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2266,936,2266,151,415,2,NA,"List"
"NA__GOHIR.D06G050800","GOHIR.D06G050800","brown","3",4.08185133977688,3.12643243559972,3.48251761949464,3.87931889104006,6.19984287910835,7.23057929314906,3.57135297758271,4.59423824429262,4.15685003319907,4.4708077499319,2.90596453624025,3.703046810162,2.42308377791439,5.97402327245356,2.64050120205426,9.24223404064523,4.73127487487708,5.75911776292666,4.28047194084839,4.04907422729462,5.14385183897001,4.19150252964477,5.94457592941415,6.33119151461538,NA,"D06",7781500,NA,1,"protein_coding","CHITINASE-RELATED ",NA,1356,792,1356,43,270,3,NA,"List"
"NA__GOHIR.D06G177008","GOHIR.D06G177008","brown","3",5.95891280908323,2.74511169189668,4.19809144001549,5.13643639238027,5.28929587232248,5.87058608538504,3.70200287017715,4.51696877592419,5.55364943195687,4.78238262478303,3.2965032520356,2.88436690910893,2,4.72645168142458,2.45689067799875,6.37521459527768,5.4793287676953,6.5418058603216,3.98204152108898,2.8921408650027,3.4267256293488,4.09440234949898,5.11485192042985,3.12244667818122,NA,"D06",61100332,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,3482,1488,3482,64,282,14,NA,"List"
"NA__GOHIR.D06G186900","GOHIR.D06G186900","brown","3",5.02036047797626,4.18572262978845,2.92385636079773,2.7913056449142,3.99420274756611,5.85007637670651,3.4276825686727,5.50998977714615,4.32354951075964,6.70725463641222,2.36878579064934,2.6452124655781,2,4.66692074337652,4.98052581198408,7.32994376682435,5.15325254143213,4.66470103226311,5.86965147410402,5.45757177026036,6.49741255622159,5.47363029579888,4.99390670713736,5.9467491979131,NA,"D06",63206260,NA,1,"protein_coding","WRKY DNA -binding domain (WRKY)",NA,2472,828,2472,194,145,3,NA,"List"
"NA__GOHIR.D06G210400","GOHIR.D06G210400","brown","3",4.42363915428117,5.26608583346704,2.37746796713408,3.78050607158505,3.36722730504187,3.79812550684172,2.35804782158611,6.84362491248917,4.60835154579687,4.4708077499319,4.25895692487073,3.98580656014927,2.74981818715564,4.40069586355624,2.80336000352587,5.48006325999608,4.46266419658292,5.39517796763666,4.78681259978363,4.3202915549514,3.29111112720874,3.47710988791868,6.04945928305956,7.29490238181777,NA,"D06",65945298,NA,1,"protein_coding","EXPRESSED PROTEIN",NA,1735,927,1735,24,31,2,NA,"List"
"NA__GOHIR.D07G011125","GOHIR.D07G011125","brown","3",8.48799452340399,7.53290818647113,8.13098932056089,8.63153076005706,6.22714235442075,7.82123426809639,7.97016801316762,8.92616438767229,8.6628127297388,8.44393824113313,6.31703373300607,7.9053225603757,5.61424867760302,6.45073736514594,7.45439794413312,7.99832829076846,7.12277750224057,9.9906555477687,10.4269684830704,7.67847906783316,4.99903104460573,7.12491500420071,7.72832631315188,9.08517700275911,NA,"D07",1266176,NA,1,"protein_coding","BETA-GALACTOSIDASE RELATED ",NA,5838,2217,5838,136,1517,18,NA,"List"
"NA__GOHIR.D07G032300","GOHIR.D07G032300","brown","3",4.46647099297101,2.88372249189632,2.6763755803175,2.7913056449142,4.11603626567886,3.79812550684172,4.22094136269604,4.25671654395696,3.67124129487916,4.6036144730317,2.66223396262617,2.99055323891648,2.74981818715564,3.38140341602474,3.60842713845008,3.2695683708911,8.12542680813083,5.51723817650437,7.7210316715869,6.3302521064039,3.14141348401835,2.91987580026354,4.90724910991133,5.77130011373839,NA,"D07",3421263,NA,1,"protein_coding","N-terminal C2 in EEIG1 and EHBP1 proteins (NT-C2)",NA,3307,1731,3307,32,980,4,NA,"List"
"NA__GOHIR.D07G045500","GOHIR.D07G045500","brown","3",7.14057884092958,6.7654833508252,7.39132807326126,6.82156870906369,8.77908547641221,7.84215514080426,8.54090703419908,10.5608788557853,8.2550953165423,7.87601822927275,5.84781837145712,5.88920630542322,8.78205392699545,9.69536997393459,8.58228075176425,10.0808866933574,9.39194368167004,8.89158094664722,8.47673143898682,6.08553730734154,6.8866233208596,8.87711168499598,10.4387587943623,10.0433046639789,NA,"D07",5073324,NA,1,"protein_coding","Glycerol-3-phosphate-transporting ATPase",NA,3749,1575,3749,488,485,4,NA,"List"
"NA__GOHIR.D07G082000","GOHIR.D07G082000","brown","3",5.71431476093904,4.75422140575104,4.53230662711106,4.7228098825423,6.66665729293235,5.93042174642865,5.80299539865444,6.58430552645829,3.49607242737953,6.17832381627949,3.73557628210589,4.42512742552358,6.83814633569548,5.94925018402728,6.19574046286659,7.02697844695119,7.52742614859027,6.97362249430443,8.72287414388721,8.25402098245861,5.52255085740129,6.2582449588522,8.19410936441693,8.70045913904427,NA,"D07",9853996,NA,6,"protein_coding","CALCIUM-BINDING PROTEIN CML25-RELATED",NA,4350,465,4350,23,1540,3,NA,"List"
"NA__GOHIR.D07G090100","GOHIR.D07G090100","brown","3",7.88759895857054,5.10537138845469,6.58662143425456,6.57853943365142,8.75114782643263,8.12850199186732,6.78025226234066,8.21064533242804,6.39424747326908,6.15686801865749,4.77089504173676,5.13003828537297,6.35226810237691,8.135285664866,6.67752558438757,9.53123024421841,9.60755601044504,8.619095129835,7.73953544797328,5.07348505553661,7.21173325570326,7.85268896802643,8.05491485749259,9.3370169047746,NA,"D07",11416635,NA,1,"protein_coding","aminocyclopropanecarboxylate oxidase (E1.14.17.4)",NA,1519,936,1519,95,403,2,NA,"List"
"NA__GOHIR.D07G173300","GOHIR.D07G173300","brown","3",6.55292014330606,3.6768713025492,3.99660535351819,4.66857905138723,7.05731883898917,7.65383797796895,4.22094136269604,6.93557140859632,5.01807798723917,5.17280961073452,3.73557628210589,3.26898764243196,5.69238989551411,6.28243927138847,6.16610554721219,7.90629847993808,8.05373895397141,7.45047461939005,8.20218484659128,5.98514408972455,5.1039363425497,6.36617902435327,7.09617532222448,8.48985588577648,NA,"D07",36414530,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1593,1197,1593,163,75,3,NA,"List"
"NA__GOHIR.D07G187300","GOHIR.D07G187300","brown","3",3.90630421297607,6.88583765263321,5.94062492919455,6.40697013922894,6.64657730475201,6.36562064831762,5.91499692354488,4.15837159015423,6.02628619333621,4.78238262478303,8.6400864414089,5.94309847188552,4.9020771580067,6.2624674862274,5.83051950171335,3.08998308067961,5.61833775063958,3.39259727247032,2.53995355894163,6.39036895036064,7.48078636679556,6.01464014197727,5.03535862153063,3.12244667818122,NA,"D07",47955668,NA,1,"protein_coding","brassinosteroid-6-oxidase 2 (CYP85A2, BR6OX2)",NA,3365,1398,3365,133,645,9,NA,"List"
"NA__GOHIR.D07G224800","GOHIR.D07G224800","brown","3",5.67832884283893,3.2340156722936,4.67425236564362,5.21421599037314,4.11603626567886,4.47051467190652,5.24042306089096,4.80394147985998,3.8274258008739,4.32452450265659,3.2965032520356,3.76420633726651,3.2407184095517,5.03974824143164,3.92385395551021,4.73196021917035,6.9226827792742,6.06958713646535,8.77463218414287,5.56581120749277,3.29111112720874,3.87808073440553,4.86188681498821,5.70773220060547,NA,"D07",57259292,NA,1,"protein_coding","ARSENITE INDUCUBLE RNA ASSOCIATED PROTEIN AIP-1-RELATED ",NA,1415,564,1415,92,220,2,NA,"List"
"NA__GOHIR.D08G017100","GOHIR.D08G017100","brown","3",8.0894801942375,6.44560745458709,6.99109870492251,6.78380164022845,6.61592336746397,6.22933505703302,7.28644520995654,7.88898624552972,7.1609236866336,8.20352718249013,5.44665731819239,5.4972859958376,7.42348490034457,7.04894825808573,5.7124707189952,7.84387759720232,10.5954620669183,8.7862506777907,9.45933622335853,8.08241298814833,5.82222824888659,6.74774292221288,8.96845995625155,8.87337566321497,NA,"D08",905463,NA,1,"protein_coding","CCR4-NOT transcription complex subunit 7/8 (CNOT7_8, CAF1, POP2)",NA,1223,843,1223,292,88,1,NA,"List"
"NA__GOHIR.D08G071700","GOHIR.D08G071700","brown","3",2.85469414206043,3.42774564419035,2.92385636079773,3.78050607158505,3.86112358891331,4.10553539555896,2.35804782158611,2.39497372632075,3.18555975355839,2,2.90596453624025,4.76143173744264,6.44547626393297,5.79095279323322,4.94606596884335,2.88482181931061,2,2,3.23987283799798,4.61719712937246,5.44479398905192,4.36805438990209,5.60241561468531,3.12244667818122,NA,"D08",9212201,NA,2,"protein_coding","Domain of unknown function (DUF4378) (DUF4378) ",NA,4766,2204,4766,154,880,4,NA,"List"
"NA__GOHIR.D08G121900","GOHIR.D08G121900","brown","3",5.65999358255625,4.64150122282358,5.66258566841516,4.55358985866488,4.68736011379323,4.62336003470954,5.51381223391524,7.48458012413097,5.68198822676686,6.95111755974022,4.42464914888132,3.93351522195273,6.55410805778822,6.50273961709879,5.7124707189952,7.89949470938238,6.97536777199592,7.65046899412828,8.34999883420427,6.81272368125586,5.66651956600146,6.32396936889359,8.25239777435393,8.1505790099976,NA,"D08",39916867,NA,1,"protein_coding",NA,NA,942,249,942,161,532,1,NA,"List"
"NA__GOHIR.D08G131700","GOHIR.D08G131700","brown","3",7.08668669555076,4.7899191429686,6.02255028598954,5.89551201188181,6.82691505879971,5.74291206777623,6.31275645326158,8.46323844260956,5.94334248807924,8.88014336740451,4.42464914888132,5.05859439711343,5.83701755538748,5.8456713302113,4.54684395717377,7.6548164079321,8.96681433143372,10.001154542284,9.5477393288204,8.38784022122402,5.5376116869501,6.06676308796344,8.86592246983503,8.7486339996373,NA,"D08",42953803,NA,1,"protein_coding","WRKY DNA -binding domain (WRKY)",NA,1923,1068,1923,437,235,3,NA,"List"
"NA__GOHIR.D08G164000","GOHIR.D08G164000","brown","3",4.96168866060347,4.43153636121853,5.27392423352236,5.09591540392231,6.68646163226102,5.80816096005599,6.71984804084213,7.09028078520898,3.75144606094536,6.75086957038436,3.8565437518839,4.60305689361054,7.35305797047132,6.46828054590838,6.15105664044187,7.56307669893495,7.56228695302706,7.40375778020581,7.76985725792519,6.53941519020807,5.8942027775277,6.2582449588522,8.58107170449687,8.0323091069758,NA,"D08",53428737,NA,1,"protein_coding",NA,NA,653,234,653,137,282,1,NA,"List"
"NA__GOHIR.D08G169900","GOHIR.D08G169900","brown","3",6.84028376998406,5.45582488685157,6.86352379414079,6.89426028011073,7.81032678146637,6.85169451172069,7.79825635592935,9.57902143357275,5.83707372517397,8.64995113155092,5.75749495437015,5.96930795316727,9.11560908240562,8.15166534787273,7.52613864726721,9.1592251225671,7.97830179819169,9.66222790374264,10.0183878769987,9.37672565435368,6.36013399933321,7.44348724775423,10.5294944430407,10.4717992658776,NA,"D08",54730821,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2646,1401,2646,74,424,7,NA,"List"
"NA__GOHIR.D08G185800","GOHIR.D08G185800","brown","3",5.04882520816236,3.95361617918165,4.45572797148468,4.14066522749712,3.46219365635141,3.9600028819242,4.03512925843078,6.60312140592584,4.88216983478994,4.4708077499319,4.64218885468164,3.35101561111589,2.74981818715564,4.07396878924509,3.51747833248556,6.61004118913068,6.86800064935182,7.15381041110714,6.58034140239854,3.09844485322298,3.55068043513161,4.19150252964477,5.68287448658982,6.24425327344437,NA,"D08",57899546,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1527,828,1527,347,352,1,NA,"List"
"NA__GOHIR.D08G217200","GOHIR.D08G217200","brown","3",7.83135976596212,5.6234855930718,5.79281123346184,6.78380164022845,8.73697346821462,7.49778182003694,6.97372900422867,8.89214370853592,5.72235032302237,7.63350715030638,5.04991653743103,6.32437670957424,7.27901582780208,7.99103320502626,8.31157900571864,8.33729389451699,10.2974090225642,8.48713838925763,9.11415347173006,9.42782094749517,7.51923056795599,7.20849439168748,9.68353159271653,9.97913028675406,NA,"D08",63633226,NA,1,"protein_coding","HEAVY METAL TRANSPORT/DETOXIFICATION DOMAIN-CONTAINING PROTEIN-RELATED",NA,2086,918,2086,268,442,5,NA,"List"
"NA__GOHIR.D08G236080","GOHIR.D08G236080","brown","3",7.46490486319923,3.59851388837158,5.36048469205888,5.69307279685033,6.26714676543749,7.17394601593569,5.8878011110297,7.25400514374098,5.89118635371848,6.83433258260375,4.50086571680919,3.82287825459793,6.17308924470607,6.64836485820258,5.07922591676327,8.18335605274653,9.43019176715795,8.20780892917865,7.47085913139284,4.86330544535908,5.41247857182614,6.01464014197727,6.71758473111524,7.34798843498375,NA,"D08",65865695,NA,1,"protein_coding","Caffeate O-methyltransferase",NA,2715,1101,2715,47,294,4,NA,"List"
"NA__GOHIR.D09G064800","GOHIR.D09G064800","brown","3",4.50806778601628,3.59851388837158,3.76234000623057,3.29940877964369,6.57401119364591,5.55294467408651,5.19676783340593,5.46954766184308,4.51952116442326,5.64298863708882,3.8565437518839,2.19028918046692,5.90423440414007,4.5399405204505,2.64050120205426,8.816891807453,5.4793287676953,4.90728236997884,2.53995355894163,2,3.60888010477626,7.45331066553524,6.29106969018348,6.59984665105977,NA,"D09",32287771,NA,1,"protein_coding","Glucan endo-1,3-beta-D-glucosidase / Laminarinase",NA,2065,1086,2065,74,230,2,NA,"List"
"NA__GOHIR.D09G064900","GOHIR.D09G064900","brown","3",7.60567639292758,7.09293035106247,5.72916731156561,5.74640734868984,9.4347654155955,8.31215490848907,8.06426972050517,7.67446323107485,7.62203847484468,7.1269283599408,6.20757559910719,4.7911224007519,8.58617228577898,8.3157042749852,6.54564873599407,10.8502364893635,7.97830179819169,7.15381041110714,5.59945824640056,4.61719712937246,8.24585246485164,8.98262826362721,8.05491485749259,9.18483815687368,NA,"D09",32308530,NA,1,"protein_coding","Glucan endo-1,3-beta-D-glucosidase / Laminarinase",NA,2318,1086,2318,70,193,2,NA,"List"
"NA__GOHIR.D09G096300","GOHIR.D09G096300","brown","3",2,2.42013419803197,2.6763755803175,2.7913056449142,5.06559534078385,5.21084639713247,2.88367650908263,3.81530920512334,2,3.38050927460521,2.66223396262617,2,2,3.52243390118707,2.94968511178051,3.42925339053519,6.41315524464084,4.66470103226311,6.8077969364053,4.86330544535908,2.97436512420162,2.91987580026354,4.43615628032769,5.9467491979131,NA,"D09",38168068,NA,2,"protein_coding","FAMILY NOT NAMED ",NA,1230,645,1230,155,298,2,NA,"List"
